soil_type,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,recommended_crop
Red,382.7500072434706,34.51592124354826,20.98658484197037,27.75125304275932,56.24074561769746,4.779972601681013,3.6970033460183935,Bajra
Red,100.00338627267928,33.461550148335085,15.564115790271003,24.512832969303044,78.87995089067299,8.692763545078751,3.009345190092172,Groundnut
Red,114.19157844870185,28.95514915847399,20.24756431632238,24.601356737398184,67.27780074568463,5.456145700990209,10.342234736668551,Groundnut
Black,66.33298212476541,37.65882174493897,17.327713404303044,27.493267574621008,53.62425738131283,7.0919300466654365,7.589543895205953,Cotton
Red,257.3450991017148,25.60385536535997,21.075448519014383,23.33965194218717,56.82096494749166,4.325257964926397,14.38662644704,Maize
Red,247.15087624593875,30.01041453301891,15.159662522202142,22.585038527610525,59.23575302488596,5.2051273301300585,11.199162225905498,Maize
Red,223.31191853894452,25.44705077449784,24.093204020787823,24.77012739764283,60.35119926400068,7.31261142176991,6.740532913072931,Maize
Black,248.69511473699703,25.40707280192226,23.422847745949987,24.414960273936124,67.99016533479062,5.975751180009072,14.11990638952553,Wheat
Red,65.82955111868833,29.22929429992244,18.88677289689482,24.058033598408628,60.85396127095584,8.143687545759647,7.281039920323071,Groundnut
Red,262.46198669033964,28.587989366293066,17.962735057040824,23.275362211666945,56.6106775625201,4.0781820337059695,8.080817768476436,Maize
Alluvial,119.55048853696034,25.071787522606837,23.15461428454834,24.113200903577585,78.27429375390469,7.645035840204937,12.25524416023135,Wheat
Sandy,374.2053074796721,33.46400133152528,24.149596755437805,28.806799043481544,84.00154311159197,6.247253370691017,4.144921397884936,Rice
Sandy,305.36216241832244,33.28824712761777,23.872127425763267,28.58018727669052,68.88859700647797,4.597971229691509,11.55893744667594,Rice
Sandy,246.4470191493237,35.02257333940929,19.93795596364391,27.4802646515266,70.90931317527976,6.137705091792748,3.3050295209291423,Maize
Sandy,120.60172081738868,36.64492674375576,19.75370223182112,28.199314487788435,72.53102287905534,7.477580432130638,4.671977452870508,Bajra
Sandy,238.9443819555856,27.639795921552,24.42853570557981,26.034165813565902,73.95461865954144,7.473924665198522,13.565614068183091,Maize
Black,332.84213284754594,33.23424883463551,23.714605901877174,28.474427368256343,82.14688307596458,4.932850294430179,13.710707981879732,Rice
Laterite,163.52075735184587,26.587143411108755,18.56297838076975,22.57506089593925,86.27313766183016,5.3606612469231765,10.772281446496349,Maize
Alluvial,336.3051680728726,36.189497582332464,15.069521305311907,25.629509443822187,70.42989210310263,6.087055015743895,5.6652937256487625,Rice
Laterite,144.2943168294825,28.173631789221066,16.682910421729307,22.428271105475183,58.75056878292281,6.790510010086706,7.84603405269649,Groundnut
Alluvial,138.87039487702066,28.20938881690181,21.963042728397884,25.08621577264985,78.49082359697768,4.740434649767,14.972885820587305,Maize
Alluvial,391.8152345414285,30.343481173137008,15.330507329005483,22.836994251071246,63.80284992106732,7.171756723506819,11.168465418657204,Wheat
Sandy,221.30846609714703,37.81345590343781,17.420552715115004,27.61700430927641,76.88542189623514,7.808098076643588,5.851650527908796,Maize
Sandy,271.3070407077528,33.23588623989163,20.357746840747584,26.796816540319604,53.61159080217633,8.17651247794619,6.84936077966083,Maize
Sandy,350.42558168480195,29.237465767624503,17.202410475655483,23.21993812163999,78.44598129752072,8.047505230698576,7.183991847500753,Soybean
Red,379.1831425713614,30.16843627413779,20.177513505274803,25.172974889706296,83.50840423629312,7.378450585196404,11.822593430889263,Rice
Black,373.642766397497,36.40541159395275,17.579416277151555,26.99241393555215,76.39936184136715,8.08611100100608,9.662409739193548,Rice
Red,141.29021119064316,37.951298096853016,24.654193512887936,31.30274580487048,72.3317381442839,8.413181715946699,5.264485300096553,Bajra
Alluvial,172.2233511144313,34.43742382531311,23.97110259952577,29.20426321241944,85.48345697060469,7.899377729288119,10.704379753851454,Maize
Alluvial,106.57004993311482,36.68120445085203,21.0642905965959,28.87274752372397,50.36788206466519,4.50735771433016,10.96202122929667,Bajra
Black,106.28281799612452,32.13353926176562,21.91895197692693,27.02624561934628,76.07845038010402,5.1213465473028,11.54615065617043,Cotton
Alluvial,222.8628003142021,27.324695219877277,18.6646878458286,22.994691532852936,79.7668209222625,7.604699621260647,6.696729502228671,Wheat
Red,228.084926893566,33.27232403641664,17.504618186055843,25.38847111123624,73.59483390242175,8.894464291375044,8.84090583551346,Maize
Laterite,202.03802792865,29.551019300030784,21.451033620305648,25.501026460168216,76.75696238652398,8.320837825359515,5.762223218898663,Maize
Laterite,250.20146972321407,34.99120218598202,15.436037717544338,25.213619951763174,89.78202043189364,6.349722569954714,6.354724101561104,Rice
Laterite,311.7015708640949,37.38993401131139,18.307503046705136,27.848718529008263,72.11059867341959,6.861462345854191,14.763979004592548,Rice
Red,153.057112224355,30.00627047182503,23.51136671516857,26.7588185934968,62.67688020625111,4.847463733430462,9.6816151495002,Maize
Black,375.5058921837912,25.91540970104407,17.0891871761536,21.502298438598835,76.84574067296202,5.79323390648082,6.049963788836865,Wheat
Black,357.0805751747844,34.62999203080466,21.97015740995268,28.300074720378667,78.09936335948437,5.797455756098776,6.52310213117392,Rice
Black,333.53968813771326,36.27194014154135,24.132405525564717,30.202172833553032,70.4536959544375,6.507581473435998,12.579542147601302,Rice
Alluvial,74.82932094997469,30.158189753780547,15.507685310393969,22.832937532087257,85.4646859580264,4.138083859368524,9.946378746090703,Soybean
Laterite,212.95930634636105,32.054380251198495,17.865412521282845,24.959896386240672,73.63333042276042,4.152501249695247,3.448178264990573,Maize
Laterite,94.47117942815969,31.78916238071245,22.69993553098611,27.24454895584928,58.63284109987373,7.114452379095001,4.024169579925216,Bajra
Red,193.9738667698375,34.09365873997352,16.383530924178014,25.23859483207577,55.30981688971879,8.847684335570795,11.575141250159426,Maize
Laterite,328.3151681690463,28.520819266406964,19.38971420705636,23.955266736731662,53.13825525369064,4.126753717077287,14.5517809761351,Soybean
Alluvial,290.97496526787825,25.756516741609765,24.152137276264803,24.954327008937284,67.69408918924418,5.1989367957870165,4.126479480975501,Wheat
Alluvial,281.069081851206,28.639140660297254,24.548652806631942,26.5938967334646,79.51587666783074,6.771770262557004,10.340648954812227,Rice
Laterite,136.7058463254051,29.6276448224664,22.57846110464369,26.103052963555044,50.57573954519023,4.580363202534581,3.552031704261033,Rice
Red,111.36559446126849,25.223094323812752,22.63364423003911,23.92836927692593,82.27651908203117,5.731521605447004,8.576085755275336,Groundnut
Sandy,189.4766570390807,33.00605127467881,21.35093650867644,27.178493891677626,51.81216039088178,5.873063073132356,10.510318988570836,Maize
Black,225.36395937034072,32.01190682920081,21.83963769398141,26.92577226159111,74.63404657559656,8.719458022803785,14.331019165502008,Maize
Red,255.02145344571213,37.22299313852445,20.754741778758792,28.98886745864162,65.52679704826087,7.216441092211766,8.499034685898199,Maize
Laterite,379.5126830717838,30.019334291410065,24.611905638239143,27.31561996482461,86.21402567824255,4.978955673946482,3.8323356105019855,Rice
Black,63.63709630858177,33.037300496392604,18.365542148887265,25.70142132263993,76.22890541522969,5.926983104827825,11.179364027673476,Cotton
Black,141.2430848825661,31.44848690581428,21.928903586919397,26.68869524636684,63.93346417812789,8.683240759278537,3.470235920107755,Cotton
Alluvial,331.218325634697,28.666449443426984,16.774395437797228,22.720422440612104,80.02459006563433,8.034173696336321,14.88606170400808,Wheat
Red,180.2063300274741,35.09336848964596,18.408035402530174,26.75070194608807,87.23029302414258,8.29206375921506,8.147928328500221,Maize
Sandy,308.9680661565811,28.09706998125173,18.777288861762948,23.437179421507334,71.37309894122254,6.482805953415388,7.675417034630442,Bajra
Laterite,84.99471050665218,25.695308857715798,24.585414968831984,25.14036191327389,83.88572576382359,5.774525952313603,14.481610621517476,Groundnut
Red,250.70326084315013,33.21388375820739,19.4844552197832,26.34916948899529,61.72843086792258,5.64332272684958,11.07022147292446,Maize
Red,381.1680900085916,35.15684865612563,16.13464602017448,25.645747338150056,87.2371642274917,8.87124104267205,14.951174904363947,Rice
Black,204.535675480682,36.540154375857895,18.509150125520787,27.524652250689343,54.68268065710424,4.714958410264179,12.138127580609666,Maize
Red,353.40404685879446,35.90024992893181,19.26091475046941,27.58058233970061,58.90305670284122,5.98325800977126,13.70276290532132,Wheat
Sandy,229.6641590423375,28.03196494151886,20.813054172267822,24.422509556893345,84.52554087956015,8.401799843192084,5.8402223241849445,Maize
Alluvial,257.1610585874496,29.55283720710408,22.081811955832,25.81732458146804,69.26667951856462,5.889937950611272,11.46101237155992,Maize
Black,367.2240347831576,26.445567269979968,19.92625104290859,23.18590915644428,50.45414579069677,6.343303209970632,3.675639308182048,Wheat
Red,318.5181985880001,35.69627457439701,22.44211656943298,29.069195571915,77.24157708387636,5.187532356462349,7.802674714464298,Rice
Red,149.99923019865128,36.291788666462985,17.235958385194525,26.76387352582876,88.52890157762445,4.0607723734490815,14.63854592049167,Bajra
